EventID,date,year,month,day,hour,minute,second,epi_lon,epi_lat,depth,magnitude,Intensity location,lon,lat,Intensity (EMS-92),Note,Source,Conservative Int,Least Int,MeanInt,R_epi
6,-65,-64,1,1,1,1,1,36.1,36.2,,7.4,Antioch,36.16,36.2,07-Aug,,SBEI2005,8,8,8,5.533258069
6,-65,-64,1,1,1,1,1,36.1,36.2,,7.4,Al-Quds,35.23,31.78,6,,SBEI2005,6,6,6,498.1169722
6,-65,-64,1,1,1,1,1,36.1,36.2,,7.4,Salamis,33.9,35.18,03-Apr,,SBEI2005,4,3,3.5,228.581004
6,-65,-64,1,1,1,1,1,36.1,36.2,,7.4,Famagusta,33.92,35.11,03-Apr,,SBEI2005,4,3,3.5,231.0251361
127,37,37,1,1,1,1,1,36.3,36,,6.2,Antioch,36.16,36.2,07-Aug,,SBEI2005,8,7,7.5,25.13222025
127,37,37,1,1,1,1,1,36.3,36,,6.2,Dafneh,35.65,34.02,7,,SBEI2005,7,7,7,227.853769
127,37,37,1,1,1,1,1,36.3,36,,6.2,Al-Quds,35.23,31.78,4,,SBEI2005,4,4,4,479.6467488
138,53,53,1,1,1,1,1,36.5,36.2,30,6.6,Antioch,36.16,36.2,07-Aug,Map in SBEI,SBEI2005,8,7,7.5,30.37693926
138,53,53,1,1,1,1,1,36.5,36.2,30,6.6,Afamia,36.58,35.06,06-Jul,Map in SBEI,SBEI2005,7,6,6.5,127.1060086
138,53,53,1,1,1,1,1,36.5,36.2,30,6.6,Manbej,37.95,36.53,06-Jul,Map in SBEI,SBEI2005,7,6,6.5,135.0162218
138,53,53,1,1,1,1,1,36.5,36.2,30,6.6,Lattakia,35.78,35.53,06-Jul,Map in SBEI,SBEI2005,7,6,6.5,98.79132515
27,115/12/13,115,12,13,1,1,1,36.1,36.1,,7.3,Antioch,36.16,36.2,7,,SBEI2005,7,7,7,12.05497579
27,115/12/13,115,12,13,1,1,1,36.1,36.1,,7.3,Eleyah,36.16,36.2,06-Jul,,SBEI2005,7,6,6.5,12.05497579
27,115/12/13,115,12,13,1,1,1,36.1,36.1,,7.3,Mirana,36.16,36.2,06-Jul,,SBEI2005,7,6,6.5,12.05497579
27,115/12/13,115,12,13,1,1,1,36.1,36.1,,7.3,Rhodos,28.22,36.43,4,,SBEI2005,4,4,4,707.4707355
123,303-304,303,1,1,1,1,1,34.3,33.8,20,7.1,Sidon,35.61,33.49,8,,SBEI2005,8,8,8,125.8951015
123,303-304,303,1,1,1,1,1,34.3,33.8,20,7.1,Tyre,35.2,33.27,8,,SBEI2005,8,8,8,102.2405432
123,303-304,303,1,1,1,1,1,34.3,33.8,20,7.1,Al-Quds,35.23,31.78,03-Apr,,SBEI2005,4,3,3.5,241.0460662
124,341,341,1,1,1,1,1,36.1,36.2,,6.1,Antioch,36.16,36.2,06-Jul,,SBEI2005,7,6,6.5,5.533258069
124,341,341,1,1,1,1,1,36.1,36.2,,6.1,Beirut,35.5,33.89,7,,SBEI2005,7,7,7,262.8366652
126,363/05/18-19,363,5,19,1,1,1,35.4,31.5,,7.4,Panyas,35.69,33.25,7,,SBEI2005,7,7,7,196.1028937
129,450-457/09,457,9,14,1,1,1,36.1,36.1,,6.3,Tripoli,35.83,34.44,06-Jul,,SBEI2005,7,6,6.5,186.4042536
133,494,494,1,1,1,1,1,36.3,35.8,25,6.5,Antioch,36.16,36.2,7,,SBEI2005,7,7,7,45.80158968
133,494,494,1,1,1,1,1,36.3,35.8,25,6.5,Tripoli,35.83,34.44,06-Jul,,SBEI2005,7,6,6.5,157.3338683
133,494,494,1,1,1,1,1,36.3,35.8,25,6.5,Lattakia,35.78,35.53,06-Jul,,SBEI2005,7,6,6.5,55.75054144
133,494,494,1,1,1,1,1,36.3,35.8,25,6.5,Beirut,35.5,33.89,5,,SBEI2005,5,5,5,224.8557631
134,502/08/22,502,8,22,1,1,1,34.8,33,30,7.2,Akka,35.08,32.93,8,,SBEI2005,8,8,8,27.40219254
134,502/08/22,502,8,22,1,1,1,34.8,33,30,7.2,Tyre,35.2,33.27,07-Aug,,SBEI2005,8,7,7.5,48.19073725
134,502/08/22,502,8,22,1,1,1,34.8,33,30,7.2,Sidon,35.61,33.49,07-Aug,,SBEI2005,8,7,7.5,92.45328462
134,502/08/22,502,8,22,1,1,1,34.8,33,30,7.2,Beirut,35.5,33.89,7,,SBEI2005,7,7,7,118.0145466
134,502/08/22,502,8,22,1,1,1,34.8,33,30,7.2,Safad,35.5,32.96,6,,SBEI2005,6,6,6,65.03788527
134,502/08/22,502,8,22,1,1,1,34.8,33,30,7.2,Reina,35.32,32.72,6,,SBEI2005,6,6,6,57.19502139
136,526/05/20-29,526,5,20,1,1,1,36.1,36.2,,6.8,Antioch,36.16,36.2,8,,SBEI2005,8,8,8,5.533258069
136,526/05/20-29,526,5,20,1,1,1,36.1,36.2,,6.8,Dafneh,35.65,34.02,7,,SBEI2005,7,7,7,245.6658817
136,526/05/20-29,526,5,20,1,1,1,36.1,36.2,,6.8,Seleucea,35.92,36.12,7,,SBEI2005,7,7,7,18.07666888
137,528/11/29,528,11,29,1,1,1,36.1,36.2,,6.9,Antioch,36.16,36.2,07-Aug,,SBEI2005,8,7,7.5,5.533258069
137,528/11/29,528,11,29,1,1,1,36.1,36.2,,6.9,Lattakia,35.78,35.53,06-Jul,,SBEI2005,7,6,6.5,79.88633346
139,531-534,531,1,1,1,1,1,37.2,35.5,15,6.5,Homs,36.72,34.77,06-Jul,,SBEI2005,7,6,6.5,92.22934653
139,531-534,531,1,1,1,1,1,37.2,35.5,15,6.5,Aleppo,37.15,36.21,06-Jul,,SBEI2005,7,6,6.5,79.27759735
139,531-534,531,1,1,1,1,1,37.2,35.5,15,6.5,Antioch,36.16,36.2,6,,SBEI2005,6,6,6,121.4772561
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Beirut,35.5,33.89,09-Oct,,SBEI2005,10,9,9.5,1.331341347
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Sur,35.2,33.27,09-Oct,,SBEI2005,10,9,9.5,75.02829123
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Tripoli,35.83,34.44,09-Oct,,SBEI2005,10,9,9.5,67.12974569
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Byblus,35.65,34.12,09-Oct,,SBEI2005,10,9,9.5,28.47751495
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Al-Batron,35.66,34.25,09-Oct,,SBEI2005,10,9,9.5,41.73874436
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Shaqa,35.73,34.32,09-Oct,,SBEI2005,10,9,9.5,51.6574803
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Sarfand,35.29,33.45,07-Aug,,SBEI2005,8,7,7.5,53.50098855
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Sidon,35.61,33.49,07-Aug,,SBEI2005,8,7,7.5,47.08240657
140,551/07/09,551,7,9,1,1,1,35.5,33.9,15,7.2,Arwad,36.09,34.4,03-Apr,,SBEI2005,4,3,3.5,77.63995722
143,565-571,565,1,1,1,1,1,36.2,36,30,6.1,Antioch,36.16,36.2,06-Jul,,SBEI2005,7,6,6.5,22.10763834
143,565-571,565,1,1,1,1,1,36.2,36,30,6.1,Seleucea,35.92,36.12,06-Jul,,SBEI2005,7,6,6.5,28.54037935
143,565-571,565,1,1,1,1,1,36.2,36,30,6.1,Anazrabo,35.91,37.26,6,,SBEI2005,6,6,6,142.972672
143,565-571,565,1,1,1,1,1,36.2,36,30,6.1,Orfa,38.8,37.16,4,,SBEI2005,4,4,4,265.2843823
148,713/02/28,713,3,20,1,1,1,36,36,,6.8,Antioch,36.16,36.2,06-Jul,,SBEI2005,7,6,6.5,26.21693701
148,713/02/28,713,3,20,1,1,1,36,36,,6.8,Aleppo,37.15,36.21,06-Jul,,SBEI2005,7,6,6.5,105.7235002
148,713/02/28,713,3,20,1,1,1,36,36,,6.8,Kennesreen,37,36,06-Jul,,SBEI2005,7,6,6.5,89.7842372
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Mount Tabor,35.39,32.69,07-Sep,Possibly 2 South and North,SBEI2005,9,7,8,28.60994215
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Baalbak,36.21,34,8,Possibly 2 South and North,SBEI2005,8,8,8,176.6973896
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Bosra,36.47,32.52,7,Possibly 2 South and North,SBEI2005,7,7,7,82.0057601
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Nawa,36.04,32.89,8,Possibly 2 South and North,SBEI2005,8,8,8,59.90722335
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Balqa,35.77,32.06,8,Possibly 2 South and North,SBEI2005,8,8,8,51.59919311
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Al-Quds,35.23,31.78,7,Possibly 2 South and North,SBEI2005,7,7,7,87.40918605
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Beit Qubayeh,36.29,33.51,07-Aug,Possibly 2 South and North,SBEI2005,8,7,7.5,129.8134
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Tabaryya,35.53,32.8,7,Possibly 2 South and North,SBEI2005,7,7,7,33.52696635
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Al-Ghouta,36.7,34.73,7,Possibly 2 South and North,SBEI2005,7,7,7,268.4059835
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Manbej,37.95,36.53,7,Possibly 2 South and North,SBEI2005,7,7,7,497.4420309
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Darayya,36.25,33.45,6,Possibly 2 South and North,SBEI2005,6,6,6,121.799064
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Damascus,36.29,33.51,05-Jun,Possibly 2 South and North,SBEI2005,6,5,5.5,129.8134
150,747/01/18,747,1,18,1,1,1,35.6,32.5,25,7.2,Daraa,36.11,32.63,05-Jun,Possibly 2 South and North,SBEI2005,6,5,5.5,49.43369028
156,846/08/28-847/08/16,847,4,1,1,1,1,36.3,33.5,,6.1,Antioch,36.16,36.2,>8,,SBEI2005,8,8,8,300.0888113
156,846/08/28-847/08/16,847,4,1,1,1,1,36.3,33.5,,6.1,Damascus,36.29,33.51,7,,SBEI2005,7,7,7,1.624727637
156,846/08/28-847/08/16,847,4,1,1,1,1,36.3,33.5,,6.1,Homs,36.72,34.77,7,,SBEI2005,7,7,7,146.4292982
156,846/08/28-847/08/16,847,4,1,1,1,1,36.3,33.5,,6.1,Antioch,36.16,36.2,6,,SBEI2005,6,6,6,300.0888113
156,846/08/28-847/08/16,847,4,1,1,1,1,36.3,33.5,,6.1,Al-Jazira,40.15,35.34,6,,SBEI2005,6,6,6,407.4718464
156,846/08/28-847/08/16,847,4,1,1,1,1,36.3,33.5,,6.1,Al-Mousel,43.13,36.34,6,,SBEI2005,6,6,6,697.9699628
157,847/11/24,847,11,24,1,1,1,36.3,34.4,35,7.5,Damascus,36.29,33.51,07-Aug,,SBEI2005,8,7,7.5,98.63265973
157,847/11/24,847,11,24,1,1,1,36.3,34.4,35,7.5,Al-Ghouta,36.7,34.73,07-Aug,,SBEI2005,8,7,7.5,52.26647915
157,847/11/24,847,11,24,1,1,1,36.3,34.4,35,7.5,Al-Mazzeh,36.26,33.5,7,,SBEI2005,7,7,7,99.8092062
157,847/11/24,847,11,24,1,1,1,36.3,34.4,35,7.5,Beit Lahya,35.8,33.48,7,,SBEI2005,7,7,7,111.8045957
157,847/11/24,847,11,24,1,1,1,36.3,34.4,35,7.5,Darayya,36.25,33.45,7,,SBEI2005,7,7,7,105.7358631
157,847/11/24,847,11,24,1,1,1,36.3,34.4,35,7.5,Antioch,36.16,36.2,6,,SBEI2005,6,6,6,200.1422209
157,847/11/24,847,11,24,1,1,1,36.3,34.4,35,7.5,Al-Mousel,43.13,36.34,5,,SBEI2005,5,5,5,655.5974422
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Antioch,36.16,36.2,8,Map in SBEI,SBEI2005,8,8,8,59.22227411
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Lattakia,35.78,35.53,8,Map in SBEI,SBEI2005,8,8,8,59.14722254
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Jableh,35.97,35.16,8,Map in SBEI,SBEI2005,8,8,8,71.97659953
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Homs,36.72,34.77,7,Map in SBEI,SBEI2005,7,7,7,107.2128257
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Palmyra,38.27,34.56,7,Map in SBEI,SBEI2005,7,7,7,211.8951847
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Tarsus,34.9,36.93,6,Map in SBEI,SBEI2005,6,6,6,191.2991923
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Balis,38.04,35.96,6,Map in SBEI,SBEI2005,6,6,6,150.3203532
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Damascus,36.29,33.51,6,Map in SBEI,SBEI2005,6,6,6,243.3840391
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Adana,35.32,37,6,Map in SBEI,SBEI2005,6,6,6,173.8583013
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Al-Quds,35.23,31.78,05-Jun,Map in SBEI,SBEI2005,6,5,5.5,449.2250451
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Ar-Raqqa,38.99,35.81,5,Map in SBEI,SBEI2005,5,5,5,233.8001248
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Ras Al-Ein,40.07,36.85,5,Map in SBEI,SBEI2005,5,5,5,352.6602441
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Harran,39.02,36.87,5,Map in SBEI,SBEI2005,5,5,5,268.5119718
159,859/12/30-860/01/29,859,12,30,1,1,1,36.4,35.7,33,7.4,Orfa,38.8,37.16,5,Map in SBEI,SBEI2005,5,5,5,268.8894949
162,963/07,963,7,22,1,1,1,37,36.5,,6.2,Izaz,37.03,36.35,7,,SBEI2005,7,7,7,16.89383337
163,972,972,1,1,1,1,1,36.1,36.1,,6,Antioch,36.16,36.2,06-Jul,,,7,6,6.5,12.05497579
163,972,972,1,1,1,1,1,36.1,36.1,,6,Damascus,36.29,33.51,5,,SBEI2005,5,5,5,288.1946755
164,991/04/05,991,4,5,1,1,1,36.2,33.3,22,6.5,Baalbak,36.21,34,08-Sep,,SBEI2005,9,8,8.5,78.36461546
164,991/04/05,991,4,5,1,1,1,36.2,33.3,22,6.5,Damascus,36.29,33.51,07-Aug,,SBEI2005,8,7,7.5,25.17706152
14,1002/11/10-1003/10/29,1002,11,10,1,1,1,36.5,36.5,18,6.9,Damascus,36.29,33.51,>=8,,SBEI2005,8,8,8,332.6787695
167,,1033,12,5,,,,35.6,32,,6.5,,35.45,31.87,,,Guidoboni,,,9.5,
167,,1033,12,5,,,,35.6,32,,6.5,,35.25,32.22,,,Guidoboni,,,9,
167,,1033,12,5,,,,35.6,32,,6.5,,34.87,31.93,,,Guidoboni,,,9,
167,,1033,12,5,,,,35.6,32,,6.5,,35.07,32.92,,,Guidoboni,,,8.5,
167,,1033,12,5,,,,35.6,32,,6.5,,35.23,31.77,,,Guidoboni,,,8.5,
167,,1033,12,5,,,,35.6,32,,6.5,,35.1,31.53,,,Guidoboni,,,8,
167,,1033,12,5,,,,35.6,32,,6.5,,34.53,31.65,,,Guidoboni,,,7.5,
167,,1033,12,5,,,,35.6,32,,6.5,,35.7,33.23,,,Guidoboni,,,7.5,
167,,1033,12,5,,,,35.6,32,,6.5,,35.53,32.8,,,Guidoboni,,,7.5,
167,,1033,12,5,,,,35.6,32,,6.5,,34.47,31.5,,,Guidoboni,,,6.5,
17,1046/07/08-1047/06/27,1046,7,8,1,1,1,40,39,,7.9,Diyar Bakr,40.52,37.54,>=7,,SBEI2005,7,7,7,169.217888
17,1046/07/08-1047/06/27,1046,7,8,1,1,1,40,39,,7.9,Khlat,42.5,38.76,>=7,,SBEI2005,7,7,7,218.3388863
18,1063/07/30-08/27,1063,7,30,1,1,1,36.2,34.4,32,6.9,Tripoli,35.83,34.44,07-Aug,Map in SBEI,SBEI2005,8,7,7.5,34.12597262
18,1063/07/30-08/27,1063,7,30,1,1,1,36.2,34.4,32,6.9,Lattakia,35.78,35.53,05-Jun,Map in SBEI,SBEI2005,6,5,5.5,131.349299
18,1063/07/30-08/27,1063,7,30,1,1,1,36.2,34.4,32,6.9,Acre,35.08,32.93,05-Jun,Map in SBEI,SBEI2005,6,5,5.5,193.1266338
18,1063/07/30-08/27,1063,7,30,1,1,1,36.2,34.4,32,6.9,Sur,35.2,33.27,05-Jun,Map in SBEI,SBEI2005,6,5,5.5,155.5696068
18,1063/07/30-08/27,1063,7,30,1,1,1,36.2,34.4,32,6.9,Antioch,36.16,36.2,5,Map in SBEI,SBEI2005,5,5,5,199.7777799
169,,1068,3,18,,,,34.6,29.6,,6.9,,34.95,29.55,,,Guidoboni,,,10,
169,,1068,3,18,,,,34.6,29.6,,6.9,,38.8,23.78,,,Guidoboni,,,7.5,
169,,1068,3,18,,,,34.6,29.6,,6.9,,36.92,26.68,,,Guidoboni,,,7.5,
169,,1068,3,18,,,,34.6,29.6,,6.9,,38.93,24.03,,,Guidoboni,,,7.5,
169,,1068,3,18,,,,34.6,29.6,,6.9,,39.52,25.7,,,Guidoboni,,,7.5,
169,,1068,3,18,,,,34.6,29.6,,6.9,,38.05,24.08,,,Guidoboni,,,7.5,
169,,1068,3,18,,,,34.6,29.6,,6.9,,37.02,26.53,,,Guidoboni,,,7.5,
169,,1068,3,18,,,,34.6,29.6,,6.9,,29.92,31.2,,,Guidoboni,,,7,
169,,1068,3,18,,,,34.6,29.6,,6.9,,32.23,31.2,,,Guidoboni,,,7,
169,,1068,3,18,,,,34.6,29.6,,6.9,,31.25,30.05,,,Guidoboni,,,6,
169,,1068,3,18,,,,34.6,29.6,,6.9,,39.58,24.5,,,Guidoboni,,,6,
169,,1068,3,18,,,,34.6,29.6,,6.9,,44.38,33.33,,,Guidoboni,,,3,
170,,1068,5,29,,,,35.6,32.6,,7,,34.87,31.93,,,Guidoboni,,,10,
170,,1068,5,29,,,,35.6,32.6,,7,,35.7,33.23,,,Guidoboni,,,9,
170,,1068,5,29,,,,35,32.6,,7,,35.23,31.77,,,Guidoboni,,,8,
171,,1091,9,26,,,,36.1,36.3,,5.8,,36.12,36.23,,,Guidoboni,,,8.5,
171,,1091,9,26,,,,36.1,36.3,,5.8,,41.18,37.08,,,Guidoboni,,,3.5,
21,1094/04/20-1094/05/18,1094,6,1,1,1,1,36.2,33.3,,5.2,Damascus,36.29,33.51,05-Jun,,SBEI2005,6,5,5.5,25.17706152
22,1098/01,1097,12,30,1,1,1,36.1,36.2,,5.8,Antioch,36.16,36.2,3,,SBEI2005,3,3,3,5.533258069
22,1098/01,1097,12,30,1,1,1,36.1,36.2,,5.8,Aleppo,37.15,36.21,3,,SBEI2005,3,3,3,93.9756238
173,,1114,11,13,,,,37.6,37.4,40,7.4,,36.92,37.6,,,Guidoboni,,,10.5,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,37.63,36.77,,,Guidoboni,,,10,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,35.6,36.95,,,Guidoboni,,,9.5,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,38.28,37.77,,,Guidoboni,,,9.5,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,37.85,37.57,,,Guidoboni,,,9,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,38.52,37.5,,,Guidoboni,,,9,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,36.12,36.23,,,Guidoboni,,,8.5,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,38.1,35.98,,,Guidoboni,,,8.5,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,38.77,37.13,,,Guidoboni,,,8,
173,,1114,11,13,,,,37.6,37.4,40,7.4,,39.38,36.85,,,Guidoboni,,,8,
175,,1138,10,11,,,,36.6,36.7,,7.1,,36.82,36.72,,,Guidoboni,,,10,
175,,1138,10,11,,,,36.6,36.7,,7.1,,36.82,36.13,,,Guidoboni,,,8.5,
175,,1138,10,11,,,,36.6,36.7,,7.1,,37.63,36.77,,,Guidoboni,,,8.5,
